source_text,source_label_0,source_label_1,target_text,target_label_0,target_label_1,predicted_text,predicted_label_0,predicted_label_1
"in 1995, national rifle association ( nra ) president wayne lapierre sparked controversy when he referred to overzealous federal agents as "" jackbooted government thugs "" ; the comment caused former u. s. president george h. w.",0.13015428,0.86984575,"in 1995, national rifle association ( nra ) president wayne lapierre sparked controversy when he referred to federal agents as "" jackbooted government thugs "" ; the comment caused former u. s. president george h. w.",0.9207162,0.07928376,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5101482,0.48985177
"however, the win came at a price as many fans were disgusted with wolfe's vulgar victory dance as ward lay injured on the canvas.",0.007514524,0.99248546,"however, the win came at a price as many fans were disgusted with wolfe's victory dance as ward lay injured on the canvas.",0.99114054,0.008859511,"the the is the, the the the the the,,,,,,,,,,,,, the...",0.5198222,0.4801778
prior to the mid 1980's pre - recorded cassettes were often of abysmal sound quality mainly due to the high speed duplication process used to produce them.,0.0030037018,0.9969963,prior to the mid 1980's pre - recorded cassettes were often of poor sound quality mainly due to the high speed duplication process used to produce them.,0.7693721,0.23062786,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,, the...",0.5025514,0.49744856
"elliott h. lieb ( born july 31, 1932 in boston ) is an eminent american mathematical physicist and professor of mathematics and physics at princeton university who specializes in statistical mechanics, condensed matter theory, and functional analysis.",0.0036689169,0.99633116,"elliott h. lieb ( born july 31, 1932 in boston ) is an american mathematical physicist and professor of mathematics and physics at princeton university who specializes in statistical mechanics, condensed matter theory, and functional analysis.",0.9839807,0.016019253,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5165558,0.48344418
the wii version of mario & sonic at the olympic winter games received a mostly mixed reaction from critics.,0.6630085,0.33699152,the wii version of mario & sonic at the olympic winter games received a mostly positive reaction from critics.,0.8602894,0.13971065,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
"in response to this report, bill sweetman concluded that the sentinel's deployments to afghanistan and south korea were probably undertaken to monitor pakistan and north korea's ballistic missile programs.",0.6087754,0.3912246,"in response to this report, bill sweetman argued that the sentinel's deployments to afghanistan and south korea were probably undertaken to monitor pakistan and north korea's ballistic missile programs.",0.94294006,0.057059877,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,, the...",0.5024524,0.4975476
"unfortunately, completing any construction project that involves a collaboration between nj transit, new york state, and new york city is a complicated matter at best and any expansion to staten island is unlikely in the near future.",0.0044516395,0.99554837,"however, completing any construction project that involves a collaboration between nj transit, new york state, and new york city is a complicated matter at best and any expansion to staten island is unlikely in the near future.",0.622432,0.37756804,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51855993,0.48144007
"# 1219 "" i love carole cook "" - legendary actress / comedienne carole cook",0.0012563997,0.9987436,"# 1219 "" i love carole cook "" - legendary actress / comedian carole cook",0.64343727,0.35656273,"the the is the, the the the, the,,, the...",0.5036597,0.49634027
the report of the british consul roger casement led to the arrest and punishment of white officials who had been responsible for cold - blooded killings during a rubber - collecting expedition in 1903 ( including one belgian national for causing the shooting of at least 122 congolese natives ).,0.39634037,0.60365963,the report of the british consul roger casement led to the arrest and punishment of white officials who had been responsible for killings during a rubber - collecting expedition in 1903 ( including one belgian national for causing the shooting of at least 122 congolese natives ).,0.7682059,0.23179409,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.52708,0.47292003
"like opengl es 2. 0, webgl does not have the fixed - function apis introduced in opengl 1. 0 and deprecated in opengl 3. 0. this functionality, if so required, has to be implemented by the end - developer her / him - self by providing shader code and configuring data bindings in javascript language.",0.09095269,0.90904737,"like opengl es 2. 0, webgl does not have the fixed - function apis introduced in opengl 1. 0 and deprecated in opengl 3. 0. this functionality, if so required, has to be implemented by the end - developer themself by providing shader code and configuring data bindings in javascript language.",0.9653117,0.03468828,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.4922133,0.50778663
kerins had been tried and found guilty of the murder of a garda ( police man ).,0.8313349,0.16866516,kerins had been tried and found guilty of the murder of a garda ( police officer ).,0.79136294,0.20863701,"the the is the, the the the, the,,,,,, the...",0.49414745,0.5058526
"other theories claim that obama, ostensibly a protestant christian, is secretly a muslim.",0.5672249,0.43277508,"other theories claim that obama, a protestant christian, is secretly a muslim.",0.6938204,0.30617955,"the the is the, the the the the the the the...",0.61902213,0.38097787
"mr. mezzrow played on some of the finest jazz recordings of his day, as well as acting as the leader on many recording sessions.",0.029690191,0.97030985,"mr. mezzrow played on some of the most acclaimed jazz recordings of his day, as well as acting as the leader on many recording sessions.",0.92395616,0.07604388,"the the is the, the the the the the,,,,,,,,,,,,,, the...",0.515562,0.48443803
", and then meretz - yachad (, vitality - together ) is a far - left zionist, social democratic political party in israel, which emphasizes the strive for peace, human rights, religious freedom and green politics.",0.4526054,0.54739463,", and then meretz - yachad (, vitality - together ) is a zionist, social democratic political party in israel, which emphasizes the strive for peace, human rights, religious freedom and green politics.",0.6563898,0.34361023,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49126694,0.5087331
"examples of which are carrie hamilton ( deceased daughter of comedienne and actress, carol burnett ) and michael rooney ( son of acting legend mickey rooney ) who taught classes there in the 1970s.",0.0012440277,0.99875593,"examples of which are carrie hamilton ( deceased daughter of comedian and actress, carol burnett ) and michael rooney ( son of acting legend mickey rooney ) who taught classes there in the 1970s.",0.99451196,0.0054879813,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,, the...",0.49835142,0.50164855
", croatia has completed eu accession negotiations and signed an eu accession treaty on 9 december 2011. croatian eu membership is scheduled starting on 1 july 2013, representing the end of a process started in 2001 by signing of the stabilisation and association agreement and croatian application for the eu membership in 2003. a recurring obstacle to the negotiations was croatia's icty cooperation record and slovenian blockade of the negotiations because of croatiaslovenia border disputes.",0.628515,0.371485,", croatia has completed eu accession negotiations and signed an eu accession treaty on 9 december 2011. croatian eu membership is scheduled starting on 1 july 2013, representing the end of a process started in 2001 by signing of the stabilisation and association agreement and croatian application for the eu membership in 2003. a recurring obstacle to the negotiations was croatia's icty cooperation record and slovenian opposition of the negotiations because of croatiaslovenia border disputes.",0.80358547,0.1964145,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49590743,0.5040925
"1926, is the controversial founder and head of the organization currently known as endeavor academy, which also operates under the name "" new christian church of full endeavor. """,0.055052947,0.94494706,"1926, is the founder and head of the organization currently known as endeavor academy, which also operates under the name "" new christian church of full endeavor. """,0.9828576,0.017142419,"the the is the, the the the the the,,,,,,,,,,,,,,,,, the...",0.5059881,0.49401188
murphy was introduced as a substitute in the second half and collected a coveted championship medal following a 2 - 19 to 3 - 14 victory.,0.0017176854,0.9982823,murphy was introduced as a substitute in the second half and collected a cork senior hurling championship medal following a 2 - 19 to 3 - 14 victory.,0.99790937,0.0020905908,"the the is the, the the the the the,,,,,,,,,,,, the...",0.51933676,0.48066324
